,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Occupation,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Switzerland,Male (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,2214,2259,2289,2304,2289,2335,2355,2369,2398,2430,2461,2487,2502
Switzerland,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,15,12,14,13,14,8,9,7,9,10,7,7,7
Switzerland,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,136,142,153,162,161,128,125,125,118,118,124,120,121
Switzerland,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,896,876,877,881,867,912,920,913,913,922,919,906,890
Switzerland,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,795,833,899,911,879,914,944,979,1034,1061,1096,1119,1155
Switzerland,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,1837,1863,1940,1964,1919,1963,1996,2024,2071,2108,2144,2150,2173
Switzerland,Female (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,10,11,10,10,11,10,7,6,7,7,5,5,7
Syrian Arab Republic,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,1459,,613,578,,,,,,,,
Syrian Arab Republic,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,2719,,3462,3672,,,,,,,,
Syrian Arab Republic,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,767,,924,948,,,,,,,,
Syrian Arab Republic,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,,4946,4848,4999,5197,,,,,,,,
Syrian Arab Republic,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,0,,0,,,,,,,,,
Syrian Arab Republic,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,1449,,539,496,,,,,,,,
Syrian Arab Republic,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,2394,,3228,3415,,,,,,,,
Syrian Arab Republic,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,472,,607,602,,,,,,,,
Syrian Arab Republic,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,,4316,4175,4374,4514,,,,,,,,
Syrian Arab Republic,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,0,,,,,,,,,,,
Syrian Arab Republic,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,10,,74,81,,,,,,,,
Syrian Arab Republic,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,324,,234,257,,,,,,,,
Syrian Arab Republic,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,295,,317,346,,,,,,,,
Syrian Arab Republic,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,,630,673,625,684,,,,,,,,
Syrian Arab Republic,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,0,,0,,,,,,,,,
"Taiwan, China",Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,3620,3646,3615,3609,3734,3768,3836,3880,3902,3927,3963,4002,4053
"Taiwan, China",Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,3210,3338,3483,3521,3554,3587,3616,3654,3717,3776,3800,3835,3864
"Taiwan, China",Total (Sex),Total (Skill level),Labour force survey,Labour force survey,10111,10294,10403,10278,10493,10708,10860,10967,11079,11198,11267,11352,11435
"Taiwan, China",Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,1518,1508,1494,1490,1533,1548,1585,1597,1613,1640,1666,1654,1697
"Taiwan, China",Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,1875,1915,1979,1976,1993,2003,1996,1977,1961,1958,1946,1989,1975
"Taiwan, China",Male (Sex),Total (Skill level),Labour force survey,Labour force survey,5810,5868,5902,5776,5880,6006,6083,6116,6166,6234,6267,6305,6346
"Taiwan, China",Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,2102,2138,2121,2119,2201,2220,2251,2283,2289,2287,2297,2348,2356
"Taiwan, China",Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,1335,1423,1504,1545,1561,1584,1620,1677,1756,1818,1854,1846,1889
"Taiwan, China",Female (Sex),Total (Skill level),Labour force survey,Labour force survey,4301,4426,4501,4502,4613,4702,4777,4851,4913,4964,5000,5047,5089
Tajikistan,Total (Sex),Skill level 1 (low) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,333,,,,,,,,,
Tajikistan,Total (Sex),Skill level 2 (medium) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,1285,,,,,,,,,
Tajikistan,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,314,,,,,,,,,
Tajikistan,Total (Sex),Total (Skill level),Living Standard Survey,Household income/expenditure survey,,,,1955,,,,,,,,,
Tajikistan,Total (Sex),Not elsewhere classified (Skill level),Living Standard Survey,Household income/expenditure survey,,,,23,,,,,,,,,
Tajikistan,Male (Sex),Skill level 1 (low) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,220,,,,,,,,,
Tajikistan,Male (Sex),Skill level 2 (medium) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,799,,,,,,,,,
Tajikistan,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,199,,,,,,,,,
Tajikistan,Male (Sex),Total (Skill level),Living Standard Survey,Household income/expenditure survey,,,,1233,,,,,,,,,
Tajikistan,Male (Sex),Not elsewhere classified (Skill level),Living Standard Survey,Household income/expenditure survey,,,,15,,,,,,,,,
Tajikistan,Female (Sex),Skill level 1 (low) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,113,,,,,,,,,
Tajikistan,Female (Sex),Skill level 2 (medium) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,486,,,,,,,,,
Tajikistan,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Living Standard Survey,Household income/expenditure survey,,,,115,,,,,,,,,
Tajikistan,Female (Sex),Total (Skill level),Living Standard Survey,Household income/expenditure survey,,,,722,,,,,,,,,
Tajikistan,Female (Sex),Not elsewhere classified (Skill level),Living Standard Survey,Household income/expenditure survey,,,,8,,,,,,,,,
"Tanzania, United Republic of",Total (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,1401,,,,,,,,2238,,,,
"Tanzania, United Republic of",Total (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,16068,,,,,,,,18209,,,,
"Tanzania, United Republic of",Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,461,,,,,,,,714,,,,
"Tanzania, United Republic of",Total (Sex),Total (Skill level),Labour Force Survey,Labour force survey,17945,,,,,,,,21160,,,,
"Tanzania, United Republic of",Total (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,14,,,,,,,,,,,,
"Tanzania, United Republic of",Male (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,582,,,,,,,,838,,,,
"Tanzania, United Republic of",Male (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,7892,,,,,,,,9455,,,,
"Tanzania, United Republic of",Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,292,,,,,,,,426,,,,
"Tanzania, United Republic of",Male (Sex),Total (Skill level),Labour Force Survey,Labour force survey,8780,,,,,,,,10719,,,,
"Tanzania, United Republic of",Male (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,13,,,,,,,,,,,,
"Tanzania, United Republic of",Female (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,819,,,,,,,,1400,,,,
"Tanzania, United Republic of",Female (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,8176,,,,,,,,8753,,,,
"Tanzania, United Republic of",Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,169,,,,,,,,288,,,,
"Tanzania, United Republic of",Female (Sex),Total (Skill level),Labour Force Survey,Labour force survey,9165,,,,,,,,10441,,,,
"Tanzania, United Republic of",Female (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,1,,,,,,,,,,,,
Thailand,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,4111,3956,4150,4703,4606,3820,3918,4169,4129,4225,4244,,
Thailand,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,26750,27588,29579,28896,29148,31343,31298,29863,28556,28346,28074,,
Thailand,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,5424,5527,4073,4088,4283,4119,4331,4876,5393,5445,5374,,
Thailand,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,36344,37124,37839,37706,38037,39317,39578,38907,38077,38016,37693,,
Thailand,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,59,53,33,19,,36,31,,,,,,
Thailand,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,2102,1983,2088,2444,2405,1815,1980,2153,2084,2123,2159,,
Thailand,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,14448,14800,16173,15916,16022,17240,17139,16628,15928,15815,15682,,
Thailand,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,3054,3163,2127,2123,2226,2071,2231,2465,2742,2752,2682,,
Thailand,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,19638,19977,20405,20489,20652,21149,21367,21246,20754,20690,20522,,
Thailand,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,34,31,17,7,,24,16,,,,,,
Thailand,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,2009,1973,2063,2260,2201,2005,1938,2016,2045,2102,2086,,
Thailand,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,12302,12818,13406,12980,13127,14103,14158,13234,12628,12531,12392,,
Thailand,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,2370,2364,1946,1966,2057,2048,2100,2411,2651,2693,2692,,
Thailand,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,16706,17147,17432,17217,17385,18169,18212,17661,17324,17326,17170,,
Thailand,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,25,22,17,12,,13,15,,,,,,
Timor-Leste,Total (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,,,,,116,,,6,,,39,,
Timor-Leste,Total (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,,,,,83,,,143,,,366,,
Timor-Leste,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,,,,,48,,,39,,,32,,
Timor-Leste,Total (Sex),Total (Skill level),Labour Force Survey,Labour force survey,,,,,252,,,190,,,463,,
Timor-Leste,Total (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,,,,,5,,,3,,,26,,
Timor-Leste,Male (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,,,,,78,,,3,,,32,,
Timor-Leste,Male (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,,,,,59,,,93,,,193,,
Timor-Leste,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,,,,,32,,,27,,,22,,
Timor-Leste,Male (Sex),Total (Skill level),Labour Force Survey,Labour force survey,,,,,173,,,124,,,258,,
Timor-Leste,Male (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,,,,,4,,,2,,,11,,
Timor-Leste,Female (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,,,,,38,,,2,,,7,,
Timor-Leste,Female (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,,,,,24,,,50,,,173,,
Timor-Leste,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,,,,,16,,,12,,,10,,
Timor-Leste,Female (Sex),Total (Skill level),Labour Force Survey,Labour force survey,,,,,80,,,65,,,206,,
Timor-Leste,Female (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,,,,,1,,,1,,,15,,
Togo,Total (Sex),Skill level 1 (low) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,57,,,,62,,,
Togo,Total (Sex),Skill level 2 (medium) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,1748,,,,1101,,,
Togo,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,152,,,,218,,,
Togo,Total (Sex),Total (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,2672,,,,2838,,,
Togo,Total (Sex),Not elsewhere classified (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,715,,,,1456,,,
Togo,Male (Sex),Skill level 1 (low) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,33,,,,41,,,
Togo,Male (Sex),Skill level 2 (medium) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,801,,,,511,,,
Togo,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,131,,,,172,,,
Togo,Male (Sex),Total (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,1294,,,,1409,,,
Togo,Male (Sex),Not elsewhere classified (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,328,,,,685,,,
Togo,Female (Sex),Skill level 1 (low) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,25,,,,21,,,
Togo,Female (Sex),Skill level 2 (medium) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,946,,,,590,,,
Togo,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,21,,,,46,,,
Togo,Female (Sex),Total (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,1378,,,,1429,,,
Togo,Female (Sex),Not elsewhere classified (Skill level),Questionnaire on Indicators of Well-being,Household income/expenditure survey,,,,,,386,,,,772,,,
Togo,Total (Sex),Skill level 1 (low) (Skill level),School to work transition survey,Other household survey,,,,,,,,,128,,,,
Togo,Total (Sex),Skill level 2 (medium) (Skill level),School to work transition survey,Other household survey,,,,,,,,,1168,,,,
Togo,Total (Sex),Skill levels 3 and 4 (high) (Skill level),School to work transition survey,Other household survey,,,,,,,,,95,,,,
Togo,Total (Sex),Total (Skill level),School to work transition survey,Other household survey,,,,,,,,,1392,,,,
Togo,Male (Sex),Skill level 1 (low) (Skill level),School to work transition survey,Other household survey,,,,,,,,,51,,,,
Togo,Male (Sex),Skill level 2 (medium) (Skill level),School to work transition survey,Other household survey,,,,,,,,,496,,,,
Togo,Male (Sex),Skill levels 3 and 4 (high) (Skill level),School to work transition survey,Other household survey,,,,,,,,,52,,,,
Togo,Male (Sex),Total (Skill level),School to work transition survey,Other household survey,,,,,,,,,598,,,,
Togo,Female (Sex),Skill level 1 (low) (Skill level),School to work transition survey,Other household survey,,,,,,,,,78,,,,
Togo,Female (Sex),Skill level 2 (medium) (Skill level),School to work transition survey,Other household survey,,,,,,,,,672,,,,
Togo,Female (Sex),Skill levels 3 and 4 (high) (Skill level),School to work transition survey,Other household survey,,,,,,,,,44,,,,
Togo,Female (Sex),Total (Skill level),School to work transition survey,Other household survey,,,,,,,,,793,,,,
Trinidad and Tobago,Total (Sex),Skill level 1 (low) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,122,113,118,126,122,119,118,109,,
Trinidad and Tobago,Total (Sex),Skill level 2 (medium) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,322,323,335,334,330,338,323,316,,
Trinidad and Tobago,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,143,146,153,160,172,177,177,183,,
Trinidad and Tobago,Total (Sex),Total (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,588,582,608,620,626,637,623,613,,
Trinidad and Tobago,Total (Sex),Not elsewhere classified (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,1,1,2,1,3,3,6,5,,
Trinidad and Tobago,Male (Sex),Skill level 1 (low) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,76,69,77,79,75,75,74,66,,
Trinidad and Tobago,Male (Sex),Skill level 2 (medium) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,201,203,214,207,208,210,203,201,,
Trinidad and Tobago,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,72,72,73,78,82,85,86,85,,
Trinidad and Tobago,Male (Sex),Total (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,350,344,364,364,367,372,368,356,,
Trinidad and Tobago,Male (Sex),Not elsewhere classified (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,1,1,1,1,2,1,5,4,,
Trinidad and Tobago,Female (Sex),Skill level 1 (low) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,46,44,42,47,47,44,44,43,,
Trinidad and Tobago,Female (Sex),Skill level 2 (medium) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,121,120,121,127,122,128,119,115,,
Trinidad and Tobago,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,71,74,80,82,90,91,91,98,,
Trinidad and Tobago,Female (Sex),Total (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,238,238,244,256,259,265,256,257,,
Trinidad and Tobago,Female (Sex),Not elsewhere classified (Skill level),Continuous Sample Survey of the Population,Labour force survey,,,,0,0,1,0,1,2,2,1,,
Tunisia,Total (Sex),Skill level 1 (low) (Skill level),National Population and Employment Survey,Labour force survey,,,,718,652,663,712,,,,,,
Tunisia,Total (Sex),Skill level 2 (medium) (Skill level),National Population and Employment Survey,Labour force survey,,,,1743,1779,1838,1841,,,,,,
Tunisia,Total (Sex),Skill levels 3 and 4 (high) (Skill level),National Population and Employment Survey,Labour force survey,,,,738,842,634,676,,,,,,
Tunisia,Total (Sex),Total (Skill level),National Population and Employment Survey,Labour force survey,,,,3199,3277,3135,3229,,,,,,
Tunisia,Total (Sex),Not elsewhere classified (Skill level),National Population and Employment Survey,Labour force survey,,,,,5,,,,,,,,
Tunisia,Male (Sex),Skill level 1 (low) (Skill level),National Population and Employment Survey,Labour force survey,,,,515,524,533,569,,,,,,
Tunisia,Male (Sex),Skill level 2 (medium) (Skill level),National Population and Employment Survey,Labour force survey,,,,1374,1327,1434,1410,,,,,,
Tunisia,Male (Sex),Skill levels 3 and 4 (high) (Skill level),National Population and Employment Survey,Labour force survey,,,,503,604,423,453,,,,,,
Tunisia,Male (Sex),Total (Skill level),National Population and Employment Survey,Labour force survey,,,,2391,2458,2390,2433,,,,,,
Tunisia,Male (Sex),Not elsewhere classified (Skill level),National Population and Employment Survey,Labour force survey,,,,,2,,,,,,,,
Tunisia,Female (Sex),Skill level 1 (low) (Skill level),National Population and Employment Survey,Labour force survey,,,,203,128,130,142,,,,,,
Tunisia,Female (Sex),Skill level 2 (medium) (Skill level),National Population and Employment Survey,Labour force survey,,,,370,452,404,431,,,,,,
Tunisia,Female (Sex),Skill levels 3 and 4 (high) (Skill level),National Population and Employment Survey,Labour force survey,,,,235,237,211,223,,,,,,
Tunisia,Female (Sex),Total (Skill level),National Population and Employment Survey,Labour force survey,,,,807,820,745,796,,,,,,
Tunisia,Female (Sex),Not elsewhere classified (Skill level),National Population and Employment Survey,Labour force survey,,,,,2,,,,,,,,
Turkey,Total (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,2716,2866,3118,3294,3366,3481,3542,3639,3908,4059,4159,4225,4202
Turkey,Total (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,13096,13317,13388,13294,14396,15878,16262,16990,16907,17105,17336,18049,18330
Turkey,Total (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,4621,4566,4686,4683,4831,4741,5016,4891,5116,5454,5721,5922,6202
Turkey,Total (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,20433,20750,21193,21271,22593,24099,24819,25520,25931,26619,27216,28197,28734
Turkey,Total (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,,,,,,,,,,,,,
Turkey,Male (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,1889,1972,2116,2211,2193,2164,2148,2137,2368,2391,2443,2420,2392
Turkey,Male (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,9728,9936,9969,9728,10401,11531,11825,12358,12332,12468,12629,13111,13233
Turkey,Male (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,3556,3484,3511,3463,3575,3436,3538,3383,3541,3719,3827,3933,4090
Turkey,Male (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,15173,15392,15596,15402,16168,17131,17511,17878,18241,18578,18898,19464,19715
Turkey,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,,,,,,,,,,,,,
Turkey,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,827,894,1002,1083,1173,1318,1394,1501,1540,1668,1716,1806,1809
Turkey,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,3368,3381,3419,3566,3995,4347,4437,4632,4575,4638,4707,4938,5097
Turkey,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,1065,1082,1176,1219,1256,1304,1478,1508,1575,1735,1895,1989,2113
Turkey,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,5260,5357,5597,5868,6424,6969,7308,7641,7690,8041,8317,8732,9018
Turks and Caicos Islands,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,5,5,6,,,,,,,,,,
Turks and Caicos Islands,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,6,6,9,,,,,,,,,,
Turks and Caicos Islands,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,3,4,4,,,,,,,,,,
Turks and Caicos Islands,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,18,20,21,,,,,,,,,,
Turks and Caicos Islands,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,4,4,2,,,,,,,,,,
Tuvalu,Total (Sex),Skill level 1 (low) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Total (Sex),Skill level 2 (medium) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,2,,
Tuvalu,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Tuvalu,Total (Sex),Total (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,4,,
Tuvalu,Total (Sex),Not elsewhere classified (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Male (Sex),Skill level 1 (low) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Male (Sex),Skill level 2 (medium) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,2,,
Tuvalu,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Tuvalu,Male (Sex),Total (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,3,,
Tuvalu,Male (Sex),Not elsewhere classified (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Female (Sex),Skill level 1 (low) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Female (Sex),Skill level 2 (medium) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Tuvalu,Female (Sex),Total (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Tuvalu,Female (Sex),Not elsewhere classified (Skill level),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Uganda,Total (Sex),Skill level 1 (low) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,1375,
Uganda,Total (Sex),Skill level 2 (medium) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,6767,
Uganda,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,919,
Uganda,Total (Sex),Total (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,9126,
Uganda,Total (Sex),Not elsewhere classified (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,65,
Uganda,Total (Sex),Skill level 1 (low) (Skill level),National Labour Force,Labour force survey,,,,,,,899,,,,,,
Uganda,Total (Sex),Skill level 2 (medium) (Skill level),National Labour Force,Labour force survey,,,,,,,9148,,,,,,
Uganda,Total (Sex),Skill levels 3 and 4 (high) (Skill level),National Labour Force,Labour force survey,,,,,,,532,,,,,,
Uganda,Total (Sex),Total (Skill level),National Labour Force,Labour force survey,,,,,,,10603,,,,,,
Uganda,Total (Sex),Not elsewhere classified (Skill level),National Labour Force,Labour force survey,,,,,,,23,,,,,,
Uganda,Male (Sex),Skill level 1 (low) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,792,
Uganda,Male (Sex),Skill level 2 (medium) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,3768,
Uganda,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,552,
Uganda,Male (Sex),Total (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,5147,
Uganda,Male (Sex),Not elsewhere classified (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,34,
Uganda,Male (Sex),Skill level 1 (low) (Skill level),National Labour Force,Labour force survey,,,,,,,582,,,,,,
Uganda,Male (Sex),Skill level 2 (medium) (Skill level),National Labour Force,Labour force survey,,,,,,,4614,,,,,,
Uganda,Male (Sex),Skill levels 3 and 4 (high) (Skill level),National Labour Force,Labour force survey,,,,,,,343,,,,,,
Uganda,Male (Sex),Total (Skill level),National Labour Force,Labour force survey,,,,,,,5562,,,,,,
Uganda,Male (Sex),Not elsewhere classified (Skill level),National Labour Force,Labour force survey,,,,,,,23,,,,,,
Uganda,Female (Sex),Skill level 1 (low) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,583,
Uganda,Female (Sex),Skill level 2 (medium) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,2998,
