"Downloaded on TUE, 21 MAY 2019 13:18 +0200 from ILOSTAT",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Dataset:,Annual data,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Status in employment,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sweden,Female (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,34,33,34,34,37,36,38,38,38,39,40,36,36
Sweden,Female (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,82,86,88,93,95,91,88,96,98,99,98,96,95
Sweden,Female (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,5,6,6,5,5,4,6,5,5,6,6,6,5
Sweden,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,2099,2150,2171,2140,2130,2188,2215,2237,2270,2307,2348,2393,2433
Switzerland,Total (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,3406,3456,3557,3617,3546,3636,3685,3719,3787,3864,3911,3948,3986
Switzerland,Total (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,254,248,261,248,268,258,270,268,268,264,276,270,268
Switzerland,Total (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,302,320,327,310,308,312,306,311,323,321,326,324,330
Switzerland,Total (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,90,97,83,93,85,92,90,94,92,89,91,95,91
Switzerland,Total (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,0,,,,0,0,0,0,
Switzerland,Total (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,4051,4122,4229,4268,4208,4298,4351,4393,4469,4538,4604,4637,4675
Switzerland,Male (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,1817,1853,1874,1908,1879,1927,1947,1958,1985,2031,2046,2073,2087
Switzerland,Male (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,196,186,198,185,201,195,204,198,198,194,202,198,200
Switzerland,Male (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,170,182,184,172,171,175,167,172,177,170,174,175,178
Switzerland,Male (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,30,38,33,40,38,37,37,40,38,36,39,40,37
Switzerland,Male (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,0,,0,0,0,0,0,0,
Switzerland,Male (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,2214,2259,2289,2304,2289,2335,2355,2369,2398,2430,2461,2487,2502
Switzerland,Female (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,1589,1603,1683,1710,1667,1709,1738,1762,1802,1832,1865,1875,1899
Switzerland,Female (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,57,62,64,63,67,63,66,69,70,70,74,72,68
Switzerland,Female (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,131,138,143,138,137,137,139,140,146,152,152,149,152
Switzerland,Female (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,59,59,50,53,47,55,53,54,54,54,53,55,55
Switzerland,Female (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,0,,,,,0,0,0,
Switzerland,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,1837,1863,1940,1964,1919,1963,1996,2024,2071,2108,2144,2150,2173
Syrian Arab Republic,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,2658,,,3194,3098,,,,,,,
Syrian Arab Republic,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,420,,,213,221,,,,,,,
Syrian Arab Republic,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,1428,,,1455,1474,,,,,,,
Syrian Arab Republic,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,440,,,192,156,,,,,,,
Syrian Arab Republic,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,4946,,,5054,4949,,,,,,,
Syrian Arab Republic,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,2224,,,2700,2587,,,,,,,
Syrian Arab Republic,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,408,,,207,214,,,,,,,
Syrian Arab Republic,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,1365,,,1378,1426,,,,,,,
Syrian Arab Republic,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,319,,,120,106,,,,,,,
Syrian Arab Republic,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,4316,,,4404,4334,,,,,,,
Syrian Arab Republic,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,434,,,494,511,,,,,,,
Syrian Arab Republic,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,13,,,7,6,,,,,,,
Syrian Arab Republic,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,63,,,78,48,,,,,,,
Syrian Arab Republic,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,120,,,73,50,,,,,,,
Syrian Arab Republic,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,630,,,651,616,,,,,,,
Syrian Arab Republic,Total (Sex),1. Employees (ICSE-93),Household or labour force survey,Other household survey,2688,,3118,3091,,,,,,,,,
Syrian Arab Republic,Total (Sex),2. Employers (ICSE-93),Household or labour force survey,Other household survey,460,,363,199,,,,,,,,,
Syrian Arab Republic,Total (Sex),3. Own-account workers (ICSE-93),Household or labour force survey,Other household survey,1271,,1249,1498,,,,,,,,,
Syrian Arab Republic,Total (Sex),5. Contributing family workers (ICSE-93),Household or labour force survey,Other household survey,425,,318,211,,,,,,,,,
Syrian Arab Republic,Total (Sex),6. Workers not classifiable by status (ICSE-93),Household or labour force survey,Other household survey,17,,0,,,,,,,,,,
Syrian Arab Republic,Total (Sex),Total (ICSE-93),Household or labour force survey,Other household survey,4860,,5048,4999,,,,,,,,,
Syrian Arab Republic,Male (Sex),1. Employees (ICSE-93),Household or labour force survey,Other household survey,2250,,2610,2601,,,,,,,,,
Syrian Arab Republic,Male (Sex),2. Employers (ICSE-93),Household or labour force survey,Other household survey,444,,348,195,,,,,,,,,
Syrian Arab Republic,Male (Sex),3. Own-account workers (ICSE-93),Household or labour force survey,Other household survey,1214,,1184,1439,,,,,,,,,
Syrian Arab Republic,Male (Sex),5. Contributing family workers (ICSE-93),Household or labour force survey,Other household survey,306,,200,140,,,,,,,,,
Syrian Arab Republic,Male (Sex),6. Workers not classifiable by status (ICSE-93),Household or labour force survey,Other household survey,15,,0,,,,,,,,,,
Syrian Arab Republic,Male (Sex),Total (ICSE-93),Household or labour force survey,Other household survey,4230,,4341,4374,,,,,,,,,
Syrian Arab Republic,Female (Sex),1. Employees (ICSE-93),Household or labour force survey,Other household survey,438,,508,490,,,,,,,,,
Syrian Arab Republic,Female (Sex),2. Employers (ICSE-93),Household or labour force survey,Other household survey,16,,15,5,,,,,,,,,
Syrian Arab Republic,Female (Sex),3. Own-account workers (ICSE-93),Household or labour force survey,Other household survey,57,,65,59,,,,,,,,,
Syrian Arab Republic,Female (Sex),5. Contributing family workers (ICSE-93),Household or labour force survey,Other household survey,118,,118,71,,,,,,,,,
Syrian Arab Republic,Female (Sex),6. Workers not classifiable by status (ICSE-93),Household or labour force survey,Other household survey,2,,0,,,,,,,,,,
Syrian Arab Republic,Female (Sex),Total (ICSE-93),Household or labour force survey,Other household survey,630,,707,625,,,,,,,,,
"Taiwan, China",Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,7541,7734,7902,7889,8103,8328,8495,8615,8737,8860,8926,9005,9083
"Taiwan, China",Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,517,523,508,470,476,480,476,468,459,451,446,445,446
"Taiwan, China",Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,1406,1396,1374,1332,1329,1323,1319,1317,1311,1313,1320,1322,1326
"Taiwan, China",Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,647,640,619,588,585,577,569,567,573,574,576,578,580
"Taiwan, China",Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,1,,,,,1,,,,,2,
"Taiwan, China",Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,10111,10294,10403,10278,10493,10708,10860,10967,11079,11198,11267,11352,11435
"Taiwan, China",Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,4172,4245,4311,4255,4356,4482,4558,4590,4652,4715,4744,4794,4820
"Taiwan, China",Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,423,430,418,383,385,388,384,377,371,365,356,353,356
"Taiwan, China",Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,1060,1046,1021,992,994,982,984,985,976,981,992,982,989
"Taiwan, China",Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,155,147,152,147,145,154,157,164,168,173,176,175,181
"Taiwan, China",Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,,,1,
"Taiwan, China",Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,5810,5868,5902,5776,5880,6006,6083,6116,6166,6234,6267,6305,6346
"Taiwan, China",Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,3369,3489,3591,3634,3747,3846,3937,4025,4085,4145,4182,4211,4263
"Taiwan, China",Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,94,93,90,87,91,92,92,91,88,86,90,92,90
"Taiwan, China",Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,346,350,353,340,335,341,335,332,335,332,328,340,337
"Taiwan, China",Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,492,493,467,441,440,423,412,403,405,401,400,403,399
"Taiwan, China",Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,1,,,,,1,,,,,1,
"Taiwan, China",Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,4301,4426,4501,4502,4613,4702,4777,4851,4913,4964,5000,5047,5089
Tajikistan,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,969,,,,,,,,,
Tajikistan,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,8,,,,,,,,,
Tajikistan,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,867,,,,,,,,,
Tajikistan,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,4,,,,,,,,,
Tajikistan,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,8,,,,,,,,,
Tajikistan,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,0,,,,,,,,,
Tajikistan,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,1857,,,,,,,,,
Tajikistan,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,501,,,,,,,,,
Tajikistan,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,7,,,,,,,,,
Tajikistan,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,540,,,,,,,,,
Tajikistan,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,2,,,,,,,,,
Tajikistan,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,6,,,,,,,,,
Tajikistan,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,0,,,,,,,,,
Tajikistan,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,1055,,,,,,,,,
Tajikistan,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,469,,,,,,,,,
Tajikistan,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,1,,,,,,,,,
Tajikistan,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,327,,,,,,,,,
Tajikistan,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,3,,,,,,,,,
Tajikistan,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,2,,,,,,,,,
Tajikistan,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,0,,,,,,,,,
Tajikistan,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,802,,,,,,,,,
Tajikistan,Total (Sex),1. Employees (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,1248,,,,,,,,,
Tajikistan,Total (Sex),2. Employers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,67,,,,,,,,,
Tajikistan,Total (Sex),3. Own-account workers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,245,,,,,,,,,
Tajikistan,Total (Sex),5. Contributing family workers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,361,,,,,,,,,
Tajikistan,Total (Sex),6. Workers not classifiable by status (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,34,,,,,,,,,
Tajikistan,Total (Sex),Total (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,1955,,,,,,,,,
Tajikistan,Male (Sex),1. Employees (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,812,,,,,,,,,
Tajikistan,Male (Sex),2. Employers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,51,,,,,,,,,
Tajikistan,Male (Sex),3. Own-account workers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,169,,,,,,,,,
Tajikistan,Male (Sex),5. Contributing family workers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,181,,,,,,,,,
Tajikistan,Male (Sex),6. Workers not classifiable by status (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,20,,,,,,,,,
Tajikistan,Male (Sex),Total (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,1233,,,,,,,,,
Tajikistan,Female (Sex),1. Employees (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,436,,,,,,,,,
Tajikistan,Female (Sex),2. Employers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,16,,,,,,,,,
Tajikistan,Female (Sex),3. Own-account workers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,77,,,,,,,,,
Tajikistan,Female (Sex),5. Contributing family workers (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,180,,,,,,,,,
Tajikistan,Female (Sex),6. Workers not classifiable by status (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,13,,,,,,,,,
Tajikistan,Female (Sex),Total (ICSE-93),Living Standard Survey,Household income/expenditure survey,,,,722,,,,,,,,,
"Tanzania, United Republic of",Total (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,1753,,,,,,,,2836,,,,
"Tanzania, United Republic of",Total (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,300,,,,,,,,561,,,,
"Tanzania, United Republic of",Total (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,13861,,,,,,,,10252,,,,
"Tanzania, United Republic of",Total (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,2030,,,,,,,,7512,,,,
"Tanzania, United Republic of",Total (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,17945,,,,,,,,21160,,,,
"Tanzania, United Republic of",Male (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,1236,,,,,,,,1862,,,,
"Tanzania, United Republic of",Male (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,211,,,,,,,,395,,,,
"Tanzania, United Republic of",Male (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,6498,,,,,,,,6206,,,,
"Tanzania, United Republic of",Male (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,835,,,,,,,,2257,,,,
"Tanzania, United Republic of",Male (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,8780,,,,,,,,10719,,,,
"Tanzania, United Republic of",Female (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,518,,,,,,,,974,,,,
"Tanzania, United Republic of",Female (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,88,,,,,,,,167,,,,
"Tanzania, United Republic of",Female (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,7363,,,,,,,,4046,,,,
"Tanzania, United Republic of",Female (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,1195,,,,,,,,5255,,,,
"Tanzania, United Republic of",Female (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,9165,,,,,,,,10441,,,,
"Tanzania, United Republic of",Total (Sex),1. Employees (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,2710,,3150,,,,,
"Tanzania, United Republic of",Total (Sex),2. Employers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,369,,378,,,,,
"Tanzania, United Republic of",Total (Sex),3. Own-account workers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,10293,,8204,,,,,
"Tanzania, United Republic of",Total (Sex),5. Contributing family workers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,8007,,6214,,,,,
"Tanzania, United Republic of",Total (Sex),6. Workers not classifiable by status (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,,,1540,,,,,
"Tanzania, United Republic of",Total (Sex),Total (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,21379,,19485,,,,,
"Tanzania, United Republic of",Male (Sex),1. Employees (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,1867,,2126,,,,,
"Tanzania, United Republic of",Male (Sex),2. Employers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,275,,281,,,,,
"Tanzania, United Republic of",Male (Sex),3. Own-account workers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,5013,,4247,,,,,
"Tanzania, United Republic of",Male (Sex),5. Contributing family workers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,3330,,2540,,,,,
"Tanzania, United Republic of",Male (Sex),6. Workers not classifiable by status (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,,,720,,,,,
"Tanzania, United Republic of",Male (Sex),Total (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,10485,,9914,,,,,
"Tanzania, United Republic of",Female (Sex),1. Employees (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,843,,1024,,,,,
"Tanzania, United Republic of",Female (Sex),2. Employers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,94,,97,,,,,
"Tanzania, United Republic of",Female (Sex),3. Own-account workers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,5280,,3956,,,,,
"Tanzania, United Republic of",Female (Sex),5. Contributing family workers (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,4677,,3674,,,,,
"Tanzania, United Republic of",Female (Sex),6. Workers not classifiable by status (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,,,820,,,,,
"Tanzania, United Republic of",Female (Sex),Total (ICSE-93),National Panel Survey,Household income/expenditure survey,,,,,,10895,,9571,,,,,
Thailand,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,15870,16175,16341,16802,16944,16576,16443,15435,17979,18355,18451,,
Thailand,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,1092,1101,985,1058,1043,901,935,3765,1129,1082,1065,,
Thailand,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,11527,11867,12045,12100,12080,12513,12660,13109,12088,12041,11890,,
Thailand,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,35,52,46,59,,66,49,19,54,53,42,,
Thailand,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,7821,7928,8420,7687,7970,9261,9491,6579,6828,6485,6245,,
Thailand,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,,,,
Thailand,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,36345,37122,37837,37706,38037,39317,39578,38907,38077,38016,37693,,
Thailand,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,8709,8900,8920,9338,9424,9063,9020,8220,9901,10087,10094,,
Thailand,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,827,840,757,801,782,686,686,2431,845,819,820,,
Thailand,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,7365,7408,7717,7536,7517,7914,7998,8027,7525,7367,7244,,
Thailand,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,11,21,16,34,,47,31,11,38,37,30,,
Thailand,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,2726,2807,2995,2781,2929,3438,3633,2557,2444,2380,2333,,
Thailand,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,,,,
Thailand,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,19638,19977,20405,20489,20652,21149,21367,21246,20754,20690,20522,,
Thailand,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,7161,7275,7421,7464,7519,7513,7423,7215,8078,8269,8357,,
Thailand,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,265,261,228,257,262,216,249,1334,284,263,244,,
Thailand,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,4162,4458,4328,4564,4563,4599,4663,5082,4562,4674,4646,,
Thailand,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,23,30,30,26,,18,19,8,16,17,12,,
Thailand,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,5096,5121,5425,4906,5041,5823,5858,4021,4384,4105,3911,,
Thailand,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,,,,,,,,,
Thailand,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,16706,17145,17432,17217,17385,18169,18212,17661,17324,17326,17170,,
Timor-Leste,Total (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,,,,,71,,,79,,,127,,
Timor-Leste,Total (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,,,,,4,,,5,,,5,,
Timor-Leste,Total (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,,,,,103,,,70,,,192,,
Timor-Leste,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour Force Survey,Labour force survey,,,,,0,,,1,,,5,,
Timor-Leste,Total (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,,,,,73,,,34,,,108,,
Timor-Leste,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,,,,,1,,,2,,,27,,
Timor-Leste,Total (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,,,,,252,,,190,,,463,,
Timor-Leste,Male (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,,,,,56,,,61,,,94,,
Timor-Leste,Male (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,,,,,3,,,4,,,3,,
Timor-Leste,Male (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,,,,,66,,,40,,,104,,
Timor-Leste,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Labour Force Survey,Labour force survey,,,,,,,,0,,,3,,
Timor-Leste,Male (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,,,,,47,,,18,,,43,,
Timor-Leste,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,,,,,1,,,1,,,11,,
Timor-Leste,Male (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,,,,,173,,,124,,,258,,
Timor-Leste,Female (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,,,,,16,,,18,,,33,,
Timor-Leste,Female (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,,,,,1,,,1,,,2,,
Timor-Leste,Female (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,,,,,36,,,30,,,89,,
Timor-Leste,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Labour Force Survey,Labour force survey,,,,,,,,0,,,2,,
Timor-Leste,Female (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,,,,,26,,,16,,,64,,
Timor-Leste,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,,,,,,,,0,,,16,,
Timor-Leste,Female (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,,,,,80,,,65,,,206,,
Togo,Total (Sex),1. Employees (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,261,,,,,,,,,,,,
Togo,Total (Sex),3. Own-account workers (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,1513,,,,,,,,,,,,
Togo,Total (Sex),5. Contributing family workers (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,619,,,,,,,,,,,,
Togo,Total (Sex),6. Workers not classifiable by status (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,13,,,,,,,,,,,,
Togo,Total (Sex),Total (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,2405,,,,,,,,,,,,
Togo,Male (Sex),1. Employees (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,191,,,,,,,,,,,,
Togo,Male (Sex),3. Own-account workers (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,695,,,,,,,,,,,,
Togo,Male (Sex),5. Contributing family workers (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,266,,,,,,,,,,,,
Togo,Male (Sex),6. Workers not classifiable by status (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,6,,,,,,,,,,,,
Togo,Male (Sex),Total (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,1159,,,,,,,,,,,,
Togo,Female (Sex),1. Employees (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,70,,,,,,,,,,,,
Togo,Female (Sex),3. Own-account workers (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,817,,,,,,,,,,,,
Togo,Female (Sex),5. Contributing family workers (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,352,,,,,,,,,,,,
Togo,Female (Sex),6. Workers not classifiable by status (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,7,,,,,,,,,,,,
Togo,Female (Sex),Total (ICSE-93),Questionnaire on Indicators of Well-being,Household income/expenditure survey,1247,,,,,,,,,,,,
Togo,Total (Sex),1. Employees (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,202,,,,
Togo,Total (Sex),2. Employers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,22,,,,
Togo,Total (Sex),3. Own-account workers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,680,,,,
Togo,Total (Sex),4. Members of producers' cooperatives (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,5,,,,
