,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Country,Sex,Age,Education,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Solomon Islands,Total (Sex),15-24 (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,93,,,,,
Solomon Islands,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,44,,,,,
Solomon Islands,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,46,,,,,
Solomon Islands,Total (Sex),15-64 (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,192,,,,,
Solomon Islands,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,29,,,,,
Solomon Islands,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,26,,,,,
Solomon Islands,Total (Sex),15-64 (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,401,,,,,
Solomon Islands,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,109,,,,,
Solomon Islands,Total (Sex),15+ (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,47,,,,,
Solomon Islands,Total (Sex),15+ (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,197,,,,,
Solomon Islands,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,30,,,,,
Solomon Islands,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,28,,,,,
Solomon Islands,Total (Sex),15+ (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,412,,,,,
Solomon Islands,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,110,,,,,
Solomon Islands,Total (Sex),25+ (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,42,,,,,
Solomon Islands,Total (Sex),25+ (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,163,,,,,
Solomon Islands,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,24,,,,,
Solomon Islands,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,25,,,,,
Solomon Islands,Total (Sex),25+ (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,319,,,,,
Solomon Islands,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,66,,,,,
Solomon Islands,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Solomon Islands,Male (Sex),15-24 (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,17,,,,,
Solomon Islands,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Solomon Islands,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Solomon Islands,Male (Sex),15-24 (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,45,,,,,
Solomon Islands,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,23,,,,,
Solomon Islands,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,24,,,,,
Solomon Islands,Male (Sex),15-64 (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,99,,,,,
Solomon Islands,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,16,,,,,
Solomon Islands,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,7,,,,,
Solomon Islands,Male (Sex),15-64 (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,211,,,,,
Solomon Islands,Male (Sex),15-64 (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,65,,,,,
Solomon Islands,Male (Sex),15+ (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,25,,,,,
Solomon Islands,Male (Sex),15+ (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,103,,,,,
Solomon Islands,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,16,,,,,
Solomon Islands,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,8,,,,,
Solomon Islands,Male (Sex),15+ (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,218,,,,,
Solomon Islands,Male (Sex),15+ (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,65,,,,,
Solomon Islands,Male (Sex),25+ (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,23,,,,,
Solomon Islands,Male (Sex),25+ (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,86,,,,,
Solomon Islands,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,14,,,,,
Solomon Islands,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,7,,,,,
Solomon Islands,Male (Sex),25+ (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,172,,,,,
Solomon Islands,Male (Sex),25+ (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,43,,,,,
Solomon Islands,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,3,,,,,
Solomon Islands,Female (Sex),15-24 (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,18,,,,,
Solomon Islands,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,3,,,,,
Solomon Islands,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Solomon Islands,Female (Sex),15-24 (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,47,,,,,
Solomon Islands,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,21,,,,,
Solomon Islands,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,21,,,,,
Solomon Islands,Female (Sex),15-64 (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,93,,,,,
Solomon Islands,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,13,,,,,
Solomon Islands,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,18,,,,,
Solomon Islands,Female (Sex),15-64 (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,190,,,,,
Solomon Islands,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,45,,,,,
Solomon Islands,Female (Sex),15+ (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,22,,,,,
Solomon Islands,Female (Sex),15+ (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,94,,,,,
Solomon Islands,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,13,,,,,
Solomon Islands,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,19,,,,,
Solomon Islands,Female (Sex),15+ (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,194,,,,,
Solomon Islands,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,45,,,,,
Solomon Islands,Female (Sex),25+ (Age),Advanced (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,19,,,,,
Solomon Islands,Female (Sex),25+ (Age),Basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,76,,,,,
Solomon Islands,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,10,,,,,
Solomon Islands,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,18,,,,,
Solomon Islands,Female (Sex),25+ (Age),Total (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,146,,,,,
Solomon Islands,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,24,,,,,
South Africa,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,27,56,119,129,89,83,,109,107,108,108,136,123
South Africa,Total (Sex),15-24 (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,332,344,694,575,508,543,,512,499,559,555,572,537
South Africa,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,858,883,694,629,597,566,,584,589,624,535,514,510
South Africa,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,11,17,107,81,63,69,,65,58,70,64,57,41
South Africa,Total (Sex),15-24 (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,1232,1304,1628,1427,1269,1273,,1277,1263,1367,1271,1288,1222
South Africa,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3,4,14,13,13,11,,8,11,6,8,9,11
South Africa,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,771,905,2195,2268,2232,2411,,2534,2564,2642,2792,3065,3130
South Africa,Total (Sex),15-64 (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3152,3149,5451,5266,5105,5204,,5468,5535,5811,6083,6271,6338
South Africa,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,6614,6903,4630,4647,4675,4749,,5198,5425,5530,5206,5071,5296
South Africa,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,435,460,2132,1854,1582,1529,,1518,1451,1568,1461,1399,1289
South Africa,Total (Sex),15-64 (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,11030,11494,14589,14194,13791,14072,,14866,15146,15741,15780,16164,16394
South Africa,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,58,77,181,158,196,179,,148,171,190,238,358,341
South Africa,Total (Sex),15+ (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,785,919,2223,2299,2268,2440,,2570,2602,2687,2837,3113,3178
South Africa,Total (Sex),15+ (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3217,3222,5492,5296,5146,5234,,5510,5577,5861,6133,6321,6393
South Africa,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,6688,6990,4662,4673,4706,4781,,5235,5466,5574,5247,5105,5335
South Africa,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,472,504,2187,1905,1625,1560,,1561,1498,1613,1506,1459,1351
South Africa,Total (Sex),15+ (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,11224,11716,14747,14335,13942,14198,,15027,15317,15928,15968,16364,16610
South Africa,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,62,81,184,161,197,182,,151,174,193,245,366,353
South Africa,Total (Sex),25+ (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,759,863,2103,2170,2180,2357,,2461,2495,2579,2728,2977,3055
South Africa,Total (Sex),25+ (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,2884,2878,4798,4722,4639,4691,,4998,5078,5303,5578,5749,5857
South Africa,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,5829,6108,3968,4045,4109,4215,,4651,4877,4949,4712,4591,4825
South Africa,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,461,487,2080,1824,1561,1491,,1496,1440,1544,1442,1402,1310
South Africa,Total (Sex),25+ (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,9992,10412,13119,12908,12673,12925,,13749,14054,14561,14697,15076,15388
South Africa,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,59,77,170,148,185,171,,143,163,187,237,357,341
South Africa,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,12,28,45,53,42,33,,50,45,45,47,61,55
South Africa,Male (Sex),15-24 (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,242,260,460,382,333,368,,336,346,378,377,387,369
South Africa,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,488,506,361,324,314,285,,300,299,335,296,276,280
South Africa,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,8,14,80,68,50,53,,53,45,55,52,42,32
South Africa,Male (Sex),15-24 (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,753,810,956,836,746,746,,744,742,817,778,772,741
South Africa,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3,3,10,9,7,8,,5,7,4,5,6,6
South Africa,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,433,484,1111,1144,1127,1194,,1280,1291,1277,1328,1480,1516
South Africa,Male (Sex),15-64 (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,2106,2111,3223,3086,2993,3081,,3171,3267,3420,3608,3689,3694
South Africa,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3901,4011,2591,2586,2674,2711,,2920,3021,3118,2950,2870,3018
South Africa,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,262,307,1255,1077,910,869,,867,833,924,873,798,752
South Africa,Male (Sex),15-64 (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,6747,6970,8310,8006,7839,7965,,8327,8513,8859,8906,9063,9186
South Africa,Male (Sex),15-64 (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,44,57,130,113,136,110,,90,100,120,147,226,207
South Africa,Male (Sex),15+ (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,446,495,1128,1162,1149,1213,,1303,1317,1307,1356,1512,1543
South Africa,Male (Sex),15+ (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,2146,2156,3250,3103,3018,3098,,3197,3290,3449,3640,3717,3724
South Africa,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3954,4069,2609,2603,2692,2730,,2945,3048,3144,2975,2895,3041
South Africa,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,281,335,1287,1107,930,884,,887,852,945,898,827,782
South Africa,Male (Sex),15+ (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,6875,7116,8407,8090,7927,8038,,8423,8608,8966,9022,9183,9306
South Africa,Male (Sex),15+ (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,48,61,132,115,137,112,,92,101,121,152,232,216
South Africa,Male (Sex),25+ (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,434,467,1083,1110,1108,1180,,1253,1272,1261,1309,1451,1489
South Africa,Male (Sex),25+ (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,1905,1897,2791,2720,2685,2730,,2861,2944,3071,3263,3330,3355
South Africa,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3466,3564,2248,2279,2378,2446,,2645,2750,2809,2679,2619,2762
South Africa,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,273,322,1206,1039,880,831,,833,807,890,846,785,749
South Africa,Male (Sex),25+ (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,6122,6307,7451,7254,7181,7291,,7679,7867,8149,8244,8411,8564
South Africa,Male (Sex),25+ (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,45,58,123,106,129,105,,87,94,117,147,227,210
South Africa,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,15,28,74,77,47,50,,59,62,63,61,74,68
South Africa,Female (Sex),15-24 (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,91,84,234,192,174,175,,176,153,181,178,185,168
South Africa,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,370,377,333,305,283,281,,284,290,289,239,239,230
South Africa,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3,4,26,13,13,17,,12,13,15,12,15,9
South Africa,Female (Sex),15-24 (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,479,495,672,591,523,527,,533,521,550,493,516,480
South Africa,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,,2,5,4,5,3,,2,4,2,3,3,5
South Africa,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,337,421,1084,1124,1105,1217,,1254,1273,1365,1464,1585,1614
South Africa,Female (Sex),15-64 (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,1045,1039,2228,2180,2112,2123,,2297,2267,2391,2475,2582,2645
South Africa,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,2713,2892,2039,2061,2002,2038,,2279,2404,2411,2256,2200,2278
South Africa,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,173,153,877,777,673,660,,651,618,644,588,600,537
South Africa,Female (Sex),15-64 (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,4283,4524,6280,6188,5952,6107,,6539,6634,6882,6874,7101,7207
South Africa,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,14,20,51,45,60,69,,58,72,70,91,132,133
South Africa,Female (Sex),15+ (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,340,424,1094,1137,1119,1227,,1267,1285,1380,1481,1601,1635
South Africa,Female (Sex),15+ (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,1070,1066,2241,2194,2128,2136,,2313,2287,2412,2493,2604,2670
South Africa,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,2734,2921,2053,2071,2013,2050,,2290,2418,2430,2272,2211,2293
South Africa,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,191,169,900,798,695,677,,674,646,668,608,632,570
South Africa,Female (Sex),15+ (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,4349,4600,6340,6246,6015,6160,,6604,6709,6962,6946,7181,7304
South Africa,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,14,20,51,46,60,70,,59,73,72,92,134,137
South Africa,Female (Sex),25+ (Age),Advanced (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,325,396,1020,1060,1072,1177,,1208,1223,1317,1419,1527,1567
South Africa,Female (Sex),25+ (Age),Basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,980,982,2007,2002,1953,1961,,2137,2134,2231,2315,2419,2502
South Africa,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,2364,2544,1720,1766,1731,1769,,2006,2128,2141,2032,1972,2063
South Africa,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,188,165,874,785,681,660,,663,633,653,596,617,560
South Africa,Female (Sex),25+ (Age),Total (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,3870,4105,5668,5654,5492,5633,,6070,6187,6412,6453,6665,6824
South Africa,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Quarterly Labour Force Survey,Labour force survey,14,19,47,42,55,67,,56,69,70,89,131,132
Spain,Total (Sex),15-24 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,364,360,337,268,257,233,209,189,198,211,233,265,281
Spain,Total (Sex),15-24 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,1064,1061,945,685,559,477,378,323,298,310,295,319,336
Spain,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,610,590,553,443,392,331,265,250,248,277,289,333,369
Spain,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,4,3,2,2,3,,,,4,5,4,4,3
Spain,Total (Sex),15-24 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,2042,2014,1837,1397,1210,1042,853,763,749,803,820,921,989
Spain,Total (Sex),15-64 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,6460,6788,6877,6771,6893,7002,6965,7015,7234,7421,7659,7925,8218
Spain,Total (Sex),15-64 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,8626,8759,8512,7594,7185,6872,6309,5993,5707,5825,5938,6027,6102
Spain,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,4636,4829,4854,4535,4441,4352,4165,3960,4046,4237,4364,4484,4603
Spain,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,70,61,74,57,56,45,38,34,224,236,222,212,214
Spain,Total (Sex),15-64 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,19792,20437,20317,18957,18574,18271,17477,17002,17211,17717,18183,18648,19136
Spain,Total (Sex),15+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,6510,6839,6933,6827,6950,7057,7026,7066,7287,7481,7721,7992,8295
Spain,Total (Sex),15+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,8703,8834,8591,7667,7257,6946,6384,6063,5760,5885,6004,6104,6177
Spain,Total (Sex),15+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,4653,4844,4870,4554,4459,4371,4184,3974,4061,4254,4386,4508,4630
Spain,Total (Sex),15+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,73,63,75,59,58,47,39,36,237,246,231,221,226
Spain,Total (Sex),15+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,19939,20580,20470,19107,18724,18421,17633,17139,17344,17866,18342,18825,19328
Spain,Total (Sex),25+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,6146,6479,6596,6559,6693,6824,6817,6876,7089,7269,7489,7727,8014
Spain,Total (Sex),25+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,7639,7774,7646,6982,6698,6469,6006,5740,5462,5575,5709,5784,5841
Spain,Total (Sex),25+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,4043,4254,4317,4112,4067,4040,3919,3724,3812,3977,4097,4176,4260
Spain,Total (Sex),25+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,69,60,74,57,56,46,38,35,233,242,227,217,223
Spain,Total (Sex),25+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,17897,18566,18633,17710,17514,17380,16780,16376,16596,17063,17521,17904,18338
Spain,Male (Sex),15-24 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,153,157,136,101,94,78,82,73,83,86,101,111,122
Spain,Male (Sex),15-24 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,709,701,614,440,352,296,237,203,187,201,198,205,217
Spain,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,308,304,275,206,187,157,119,125,125,137,143,169,189
Spain,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,3,2,1,,2,,,,3,4,3,3,2
Spain,Male (Sex),15-24 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,1172,1164,1026,748,635,531,438,401,398,427,445,488,530
Spain,Male (Sex),15-64 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,3330,3497,3526,3390,3415,3465,3450,3473,3568,3605,3683,3834,3979
Spain,Male (Sex),15-64 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,5709,5704,5440,4757,4440,4210,3820,3634,3458,3600,3700,3753,3831
Spain,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,2623,2726,2691,2462,2449,2368,2229,2110,2199,2328,2385,2441,2474
Spain,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,45,40,51,34,33,26,22,20,139,144,141,135,135
Spain,Male (Sex),15-64 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,11707,11968,11708,10643,10338,10068,9520,9237,9364,9676,9910,10162,10420
Spain,Male (Sex),15+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,3372,3539,3568,3430,3456,3505,3493,3511,3609,3645,3725,3883,4034
