,,,,,,,,,,,,,,,,,
Country,Sex,Age,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Puerto Rico,Total (Sex),25+ (Age),Household Survey (Encuesta de Viviendas),Labour force survey,,,,1027,999,980,945,,,908,,,
Puerto Rico,Male (Sex),15-24 (Age),Household Survey (Encuesta de Viviendas),Labour force survey,,,,58,51,54,54,,,54,,,
Puerto Rico,Male (Sex),15-64 (Age),Household Survey (Encuesta de Viviendas),Labour force survey,,,,,,,,,,542,,,
Puerto Rico,Male (Sex),15+ (Age),Household Survey (Encuesta de Viviendas),Labour force survey,695,677,659,610,581,570,582,,,564,,,
Puerto Rico,Male (Sex),25+ (Age),Household Survey (Encuesta de Viviendas),Labour force survey,,,,552,530,516,527,,,510,,,
Puerto Rico,Female (Sex),15-24 (Age),Household Survey (Encuesta de Viviendas),Labour force survey,,,,42,39,40,40,,,33,,,
Puerto Rico,Female (Sex),15-64 (Age),Household Survey (Encuesta de Viviendas),Labour force survey,,,,,,,,,,421,,,
Puerto Rico,Female (Sex),15+ (Age),Household Survey (Encuesta de Viviendas),Labour force survey,558,564,550,517,508,504,456,,,432,,,
Puerto Rico,Female (Sex),25+ (Age),Household Survey (Encuesta de Viviendas),Labour force survey,,,,475,469,464,416,,,399,,,
Puerto Rico,Total (Sex),15+ (Age),Official Estimates,Official estimate,1271,1232,1187,1102,1061,1026,1021,1000,975,986,984,977,985
Qatar,Total (Sex),15-24 (Age),Labor force sample survey,Labour force survey,,,,182,,174,181,184,194,224,238,234,
Qatar,Total (Sex),15-64 (Age),Labor force sample survey,Labour force survey,,,,1258,,1264,1330,1535,,1937,2041,2041,
Qatar,Total (Sex),15+ (Age),Labor force sample survey,Labour force survey,531,828,1168,1261,,1270,1341,1539,1633,1953,2052,2049,
Qatar,Total (Sex),25+ (Age),Labor force sample survey,Labour force survey,,,,1080,,1096,1160,1355,1438,1729,1814,1815,
Qatar,Male (Sex),15-24 (Age),Labor force sample survey,Labour force survey,,,,164,,156,143,163,169,184,201,194,
Qatar,Male (Sex),15-64 (Age),Labor force sample survey,Labour force survey,,,,1135,,1112,1165,1341,,1677,1770,1768,
Qatar,Male (Sex),15+ (Age),Labor force sample survey,Labour force survey,454,727,1045,1138,,1117,1173,1346,1419,1693,1782,1775,
Qatar,Male (Sex),25+ (Age),Labor force sample survey,Labour force survey,,,,974,,961,1030,1183,1249,1509,1580,1581,
Qatar,Female (Sex),15-24 (Age),Labor force sample survey,Labour force survey,,,,18,,18,38,22,25,41,37,39,
Qatar,Female (Sex),15-64 (Age),Labor force sample survey,Labour force survey,,,,123,,152,165,193,,260,270,273,
Qatar,Female (Sex),15+ (Age),Labor force sample survey,Labour force survey,77,101,123,123,,153,167,193,214,261,271,273,
Qatar,Female (Sex),25+ (Age),Labor force sample survey,Labour force survey,,,,105,,135,129,172,189,220,234,234,
Qatar,Total (Sex),15+ (Age),Qatar Population and Housing Census,Population census,,,,,1270,,,,,,,,
Qatar,Male (Sex),15+ (Age),Qatar Population and Housing Census,Population census,,,,,1117,,,,,,,,
Qatar,Female (Sex),15+ (Age),Qatar Population and Housing Census,Population census,,,,,153,,,,,,,,
Romania,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,781,780,776,752,610,578,575,537,508,536,482,522,520
Romania,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,8838,8842,8882,8805,8307,8139,8222,8179,8254,8235,8166,8363,8382
Romania,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,9291,9353,9369,9243,8713,8528,8605,8549,8614,8535,8449,8671,8689
Romania,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,8510,8574,8593,8492,8103,7950,8030,8012,8106,7999,7967,8149,8168
Romania,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,451,463,467,443,368,342,344,326,311,332,302,310,312
Romania,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,4835,4862,4925,4889,4689,4555,4622,4621,4677,4704,4668,4744,4792
Romania,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,5052,5116,5157,5100,4880,4734,4800,4791,4844,4848,4806,4893,4941
Romania,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,4601,4653,4691,4658,4513,4392,4457,4465,4533,4517,4504,4583,4629
Romania,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,331,317,309,309,242,236,231,211,198,204,180,212,208
Romania,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,4003,3980,3958,3915,3618,3584,3600,3558,3577,3531,3499,3620,3590
Romania,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,4239,4237,4212,4143,3832,3794,3805,3758,3770,3687,3643,3777,3748
Romania,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,3909,3921,3902,3834,3590,3557,3574,3547,3572,3483,3463,3566,3540
Russian Federation,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,7789,7937,8251,7566,7253,7125,6480,6599,6019,5466,5073,4492,
Russian Federation,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,67957,69510,69873,68418,69124,70040,70747,70553,70709,71422,71455,71157,
Russian Federation,Total (Sex),15+ (Age),Labour force survey,Labour force survey,69169,70770,71003,69410,69934,70857,71545,71391,71539,72324,72393,72316,
Russian Federation,Total (Sex),25+ (Age),Labour force survey,Labour force survey,61380,62833,62752,61844,62681,63732,65066,64793,65520,66858,67320,67824,
Russian Federation,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,4303,4346,4642,4177,4077,4016,3672,3742,3419,3108,2904,2562,
Russian Federation,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,34213,35069,35571,34602,35181,35648,36095,36094,36231,36728,36778,36642,
Russian Federation,Male (Sex),15+ (Age),Labour force survey,Labour force survey,34807,35698,36102,35071,35566,36032,36470,36478,36605,37137,37201,37188,
Russian Federation,Male (Sex),25+ (Age),Labour force survey,Labour force survey,30504,31352,31461,30894,31490,32017,32799,32737,33186,34029,34297,34627,
Russian Federation,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,3486,3592,3609,3389,3176,3109,2808,2857,2600,2358,2169,1930,
Russian Federation,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,33744,34440,34302,33816,33944,34392,34653,34459,34478,34694,34677,34515,
Russian Federation,Female (Sex),15+ (Age),Labour force survey,Labour force survey,34362,35073,34901,34339,34367,34824,35075,34913,34934,35187,35192,35128,
Russian Federation,Female (Sex),25+ (Age),Labour force survey,Labour force survey,30875,31481,31292,30951,31191,31715,32267,32056,32334,32829,33023,33198,
Rwanda,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,685,
Rwanda,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,2963,
Rwanda,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,3012,
Rwanda,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,2326,
Rwanda,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,365,
Rwanda,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1648,
Rwanda,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1679,
Rwanda,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1313,
Rwanda,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,320,
Rwanda,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1315,
Rwanda,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1333,
Rwanda,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1013,
Rwanda,Total (Sex),15-24 (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,1464,,,,
Rwanda,Total (Sex),15-64 (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,5198,,,,
Rwanda,Total (Sex),15+ (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,5487,,,,
Rwanda,Total (Sex),25+ (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,4022,,,,
Rwanda,Male (Sex),15-24 (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,722,,,,
Rwanda,Male (Sex),15-64 (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,2444,,,,
Rwanda,Male (Sex),15+ (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,2555,,,,
Rwanda,Male (Sex),25+ (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,1833,,,,
Rwanda,Female (Sex),15-24 (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,742,,,,
Rwanda,Female (Sex),15-64 (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,2754,,,,
Rwanda,Female (Sex),15+ (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,2932,,,,
Rwanda,Female (Sex),25+ (Age),Integrated Household Survey on Living Conditions,Household income/expenditure survey,,,,,,,,,2190,,,,
Rwanda,Total (Sex),15-24 (Age),Population Census,Population census,,,,,,,949,,,,,,
Rwanda,Total (Sex),15-64 (Age),Population Census,Population census,,,,,,,4009,,,,,,
Rwanda,Total (Sex),15+ (Age),Population Census,Population census,,,,,,,4153,,,,,,
Rwanda,Total (Sex),25+ (Age),Population Census,Population census,,,,,,,3204,,,,,,
Rwanda,Male (Sex),15-24 (Age),Population Census,Population census,,,,,,,463,,,,,,
Rwanda,Male (Sex),15-64 (Age),Population Census,Population census,,,,,,,1937,,,,,,
Rwanda,Male (Sex),15+ (Age),Population Census,Population census,,,,,,,1998,,,,,,
Rwanda,Male (Sex),25+ (Age),Population Census,Population census,,,,,,,1535,,,,,,
Rwanda,Female (Sex),15-24 (Age),Population Census,Population census,,,,,,,485,,,,,,
Rwanda,Female (Sex),15-64 (Age),Population Census,Population census,,,,,,,2072,,,,,,
Rwanda,Female (Sex),15+ (Age),Population Census,Population census,,,,,,,2155,,,,,,
Rwanda,Female (Sex),25+ (Age),Population Census,Population census,,,,,,,1669,,,,,,
Réunion,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,18,,,,,,
Réunion,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,244,,,,,,
Réunion,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,242,244,247,251,,,,,
Réunion,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,229,,,,,,
Réunion,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,11,,,,,,
Réunion,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,131,,,,,,
Réunion,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,132,132,133,134,,,,,
Réunion,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,121,,,,,,
Réunion,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,7,,,,,,
Réunion,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,113,,,,,,
Réunion,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,111,111,114,117,,,,,
Réunion,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,107,,,,,,
Réunion,Total (Sex),15+ (Age),Population Census in overseas territories,Population census,,,,237,,,,,,,,,
Réunion,Male (Sex),15+ (Age),Population Census in overseas territories,Population census,,,,131,,,,,,,,,
Réunion,Female (Sex),15+ (Age),Population Census in overseas territories,Population census,,,,106,,,,,,,,,
Réunion,Total (Sex),15+ (Age),Official Estimates,Official estimate,221,233,,,,,,,,,,,
Saint Helena,Total (Sex),15+ (Age),Population Census,Population census,,,2,,,,,,,,,,
Saint Helena,Male (Sex),15+ (Age),Population Census,Population census,,,1,,,,,,,,,,
Saint Helena,Female (Sex),15+ (Age),Population Census,Population census,,,1,,,,,,,,,,
Saint Helena,Total (Sex),15+ (Age),Official estimate,Official estimate,3,,2,,3,,,,,,,,
Saint Lucia,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,11,12,,,,,,,,9,9,,
Saint Lucia,Total (Sex),15+ (Age),Labour force survey,Labour force survey,68,71,69,69,,71,75,74,,77,82,,
Saint Lucia,Total (Sex),25+ (Age),Labour force survey,Labour force survey,57,59,,,,,,,,68,73,,
Saint Lucia,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,6,7,,,,,,,,6,6,,
Saint Lucia,Male (Sex),15+ (Age),Labour force survey,Labour force survey,38,40,38,37,,38,40,40,,44,46,,
Saint Lucia,Male (Sex),25+ (Age),Labour force survey,Labour force survey,32,33,,,,,,,,38,40,,
Saint Lucia,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,5,5,,,,,,,,3,4,,
Saint Lucia,Female (Sex),15+ (Age),Labour force survey,Labour force survey,30,31,31,32,,33,35,34,,33,37,,
Saint Lucia,Female (Sex),25+ (Age),Labour force survey,Labour force survey,25,27,,,,,,,,30,33,,
Saint Vincent and the Grenadines,Total (Sex),15-24 (Age),Official estimates,Official estimate,,,6,,,,,,,,,,
Saint Vincent and the Grenadines,Total (Sex),15+ (Age),Official estimates,Official estimate,,,38,,,,,,,,,,
Saint Vincent and the Grenadines,Total (Sex),25+ (Age),Official estimates,Official estimate,,,31,,,,,,,,,,
Samoa,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,6,,6,,,7,
Samoa,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,33,,33,,,40,
Samoa,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,35,,35,,,41,
Samoa,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,29,,29,,,35,
Samoa,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,4,,4,,,4,
Samoa,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,21,,21,,,27,
Samoa,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,22,,22,,,28,
Samoa,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,18,,18,,,23,
Samoa,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,2,,2,,,2,
Samoa,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,12,,12,,,13,
Samoa,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,13,,13,,,14,
Samoa,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,11,,11,,,11,
Samoa,Total (Sex),15-24 (Age),Household income and expenditure survey,Household income/expenditure survey,,,7,,,,,,,,,,
Samoa,Total (Sex),15+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,43,,,,,,,,,,
Samoa,Total (Sex),25+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,36,,,,,,,,,,
Samoa,Male (Sex),15-24 (Age),Household income and expenditure survey,Household income/expenditure survey,,,4,,,,,,,,,,
Samoa,Male (Sex),15+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,25,,,,,,,,,,
Samoa,Male (Sex),25+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,21,,,,,,,,,,
Samoa,Female (Sex),15-24 (Age),Household income and expenditure survey,Household income/expenditure survey,,,3,,,,,,,,,,
Samoa,Female (Sex),15+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,19,,,,,,,,,,
Samoa,Female (Sex),25+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,16,,,,,,,,,,
Samoa,Total (Sex),15-24 (Age),Population Census,Population census,11,,,,,,,,,,,,
Samoa,Total (Sex),15-64 (Age),Population Census,Population census,53,,,,,,,,,,,,
Samoa,Total (Sex),15+ (Age),Population Census,Population census,54,,,,,45,,,,,,,
Samoa,Total (Sex),25+ (Age),Population Census,Population census,43,,,,,,,,,,,,
Samoa,Male (Sex),15-24 (Age),Population Census,Population census,7,,,,,,,,,,,,
Samoa,Male (Sex),15-64 (Age),Population Census,Population census,36,,,,,,,,,,,,
Samoa,Male (Sex),15+ (Age),Population Census,Population census,36,,,,,,,,,,,,
Samoa,Male (Sex),25+ (Age),Population Census,Population census,29,,,,,,,,,,,,
Samoa,Female (Sex),15-24 (Age),Population Census,Population census,3,,,,,,,,,,,,
Samoa,Female (Sex),15-64 (Age),Population Census,Population census,17,,,,,,,,,,,,
Samoa,Female (Sex),15+ (Age),Population Census,Population census,17,,,,,,,,,,,,
Samoa,Female (Sex),25+ (Age),Population Census,Population census,14,,,,,,,,,,,,
San Marino,Total (Sex),15-24 (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,1,1,,,,,1,1,,
San Marino,Total (Sex),15-64 (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,22,21,,,,,20,20,,
San Marino,Total (Sex),15+ (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,21,21,22,22,21,21,21,21,20,20,20,,
San Marino,Total (Sex),25+ (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,21,20,,,,,19,20,,
San Marino,Male (Sex),15-24 (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,1,1,,,,,0,0,,
San Marino,Male (Sex),15-64 (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,13,12,,,,,11,11,,
San Marino,Male (Sex),15+ (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,12,13,13,13,12,,12,12,11,11,12,,
San Marino,Male (Sex),25+ (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,12,12,,,,,11,11,,
San Marino,Female (Sex),15-24 (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,0,0,,,,,0,0,,
San Marino,Female (Sex),15-64 (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,9,9,,,,,9,9,,
San Marino,Female (Sex),15+ (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,8,9,9,9,9,,9,9,9,9,9,,
San Marino,Female (Sex),25+ (Age),"Estimates of the Office of economic planning, data processing and statistics",Official estimate,,,,9,9,,,,,8,9,,
Sao Tome and Principe,Total (Sex),15-24 (Age),Population Census,Population census,,,,,,,11,,,,,,
Sao Tome and Principe,Total (Sex),15-64 (Age),Population Census,Population census,,,,,,,55,,,,,,
Sao Tome and Principe,Total (Sex),15+ (Age),Population Census,Population census,,,,,,,56,,,,,,
Sao Tome and Principe,Total (Sex),25+ (Age),Population Census,Population census,,,,,,,45,,,,,,
Sao Tome and Principe,Total (Sex),15+ (Age),Official Estimates,Official estimate,44,,,,,,,,,,,,
Sao Tome and Principe,Male (Sex),15+ (Age),Official Estimates,Official estimate,28,,,,,,,,,,,,
Sao Tome and Principe,Female (Sex),15+ (Age),Official Estimates,Official estimate,17,,,,,,,,,,,,
Saudi Arabia,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,556,536,493,,594,608,618,616,602,,,
Saudi Arabia,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,7653,7893,8051,,9810,10236,10579,10933,11336,,,
Saudi Arabia,Total (Sex),15+ (Age),Labour force survey,Labour force survey,7523,7755,7987,8148,,9936,10390,10729,11068,11485,12088,12748,
Saudi Arabia,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,7200,7451,7655,,9341,9783,10111,10452,10883,,,
Saudi Arabia,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,465,459,428,,505,519,519,526,512,,,
Saudi Arabia,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,6577,6802,6975,,8510,8910,9184,9486,9752,,,
Saudi Arabia,Male (Sex),15+ (Age),Labour force survey,Labour force survey,6462,6680,6895,7069,,8633,9061,9332,9617,9895,10471,11176,
Saudi Arabia,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,6215,6436,6642,,8129,8542,8813,9092,9383,,,
Saudi Arabia,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,91,77,65,,90,88,99,90,89,,,
Saudi Arabia,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,1076,1091,1076,,1300,1326,1394,1447,1584,,,
Saudi Arabia,Female (Sex),15+ (Age),Labour force survey,Labour force survey,1062,1076,1093,1079,,1302,1330,1397,1450,1589,1617,1573,
Saudi Arabia,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,985,1016,1013,,1213,1241,1298,1360,1500,,,
Senegal,Total (Sex),15-24 (Age),National Employment Survey,Labour force survey,,,,,,,,,,691,,,
Senegal,Total (Sex),15-64 (Age),National Employment Survey,Labour force survey,,,,,,,,,,3296,,,
Senegal,Total (Sex),15+ (Age),National Employment Survey,Labour force survey,,,,,,,,,,3418,,,
Senegal,Total (Sex),25+ (Age),National Employment Survey,Labour force survey,,,,,,,,,,2727,,,
Senegal,Male (Sex),15-24 (Age),National Employment Survey,Labour force survey,,,,,,,,,,391,,,
Senegal,Male (Sex),15-64 (Age),National Employment Survey,Labour force survey,,,,,,,,,,1961,,,
Senegal,Male (Sex),15+ (Age),National Employment Survey,Labour force survey,,,,,,,,,,2045,,,
Senegal,Male (Sex),25+ (Age),National Employment Survey,Labour force survey,,,,,,,,,,1654,,,
Senegal,Female (Sex),15-24 (Age),National Employment Survey,Labour force survey,,,,,,,,,,300,,,
Senegal,Female (Sex),15-64 (Age),National Employment Survey,Labour force survey,,,,,,,,,,1335,,,
Senegal,Female (Sex),15+ (Age),National Employment Survey,Labour force survey,,,,,,,,,,1373,,,
Senegal,Female (Sex),25+ (Age),National Employment Survey,Labour force survey,,,,,,,,,,1073,,,
Senegal,Total (Sex),15-24 (Age),Survey To Monitor poverty in Senegal,Other household survey,849,,,,,944,,,,,,,
Senegal,Total (Sex),15-64 (Age),Survey To Monitor poverty in Senegal,Other household survey,3029,,,,,3659,,,,,,,
Senegal,Total (Sex),15+ (Age),Survey To Monitor poverty in Senegal,Other household survey,3153,,,,,3806,,,,,,,
Senegal,Total (Sex),25+ (Age),Survey To Monitor poverty in Senegal,Other household survey,2304,,,,,2861,,,,,,,
Senegal,Male (Sex),15-24 (Age),Survey To Monitor poverty in Senegal,Other household survey,569,,,,,588,,,,,,,
Senegal,Male (Sex),15-64 (Age),Survey To Monitor poverty in Senegal,Other household survey,1953,,,,,2080,,,,,,,
Senegal,Male (Sex),15+ (Age),Survey To Monitor poverty in Senegal,Other household survey,2049,,,,,2171,,,,,,,
Senegal,Male (Sex),25+ (Age),Survey To Monitor poverty in Senegal,Other household survey,1480,,,,,1583,,,,,,,
Senegal,Female (Sex),15-24 (Age),Survey To Monitor poverty in Senegal,Other household survey,280,,,,,356,,,,,,,
Senegal,Female (Sex),15-64 (Age),Survey To Monitor poverty in Senegal,Other household survey,1077,,,,,1579,,,,,,,
Senegal,Female (Sex),15+ (Age),Survey To Monitor poverty in Senegal,Other household survey,1105,,,,,1634,,,,,,,
Senegal,Female (Sex),25+ (Age),Survey To Monitor poverty in Senegal,Other household survey,825,,,,,1278,,,,,,,
Serbia,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,185,164,189,144,130,118,118,111,120,130,149,154,153
Serbia,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,2517,2526,2649,2468,2274,2167,2142,2198,2445,2471,2579,2648,2684
Serbia,Total (Sex),15+ (Age),Labour force survey,Labour force survey,2631,2656,2822,2616,2397,2253,2228,2311,2559,2574,2719,2795,2832
Serbia,Total (Sex),25+ (Age),Labour force survey,Labour force survey,2446,2491,2633,2472,2267,2135,2110,2199,2439,2445,2570,2640,2679
Serbia,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,125,105,120,89,83,82,82,76,78,85,97,99,97
Serbia,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,1488,1462,1513,1399,1302,1253,1242,1265,1387,1400,1444,1472,1495
Serbia,Male (Sex),15+ (Age),Labour force survey,Labour force survey,1555,1546,1611,1486,1373,1305,1293,1333,1457,1466,1532,1565,1590
Serbia,Male (Sex),25+ (Age),Labour force survey,Labour force survey,1430,1441,1491,1397,1290,1223,1211,1256,1379,1381,1434,1466,1492
Serbia,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,60,60,69,55,47,35,36,35,42,44,52,55,56
Serbia,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,1029,1064,1136,1070,972,914,900,933,1058,1070,1136,1176,1189
Serbia,Female (Sex),15+ (Age),Labour force survey,Labour force survey,1076,1110,1210,1130,1024,948,935,978,1102,1108,1188,1230,1242
Serbia,Female (Sex),25+ (Age),Labour force survey,Labour force survey,1016,1050,1141,1075,977,913,899,943,1060,1063,1136,1175,1186
Seychelles,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,6,,,7,4,6,7,
Seychelles,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,40,,,47,26,43,46,
Seychelles,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,40,,,48,26,44,47,
Seychelles,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,34,,,41,23,38,40,
Seychelles,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,4,,,3,2,3,4,
Seychelles,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,20,,,23,13,22,24,
Seychelles,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,20,,,24,13,22,24,
Seychelles,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,17,,,21,11,19,20,
Seychelles,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,3,,,3,2,3,3,
Seychelles,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,19,,,24,13,21,23,
Seychelles,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,20,,,24,13,22,23,
Seychelles,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,17,,,21,11,19,20,
Sierra Leone,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,270,,,,
Sierra Leone,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,1548,,,,
Sierra Leone,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,1634,,,,
Sierra Leone,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,1364,,,,
Sierra Leone,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,98,,,,
Sierra Leone,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,709,,,,
Sierra Leone,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,762,,,,
Sierra Leone,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,664,,,,
Sierra Leone,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,172,,,,
Sierra Leone,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,839,,,,
Sierra Leone,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,872,,,,
Sierra Leone,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,700,,,,
Singapore,Total (Sex),15-24 (Age),Labour Force Survey,Labour force survey,168,162,165,155,179,178,187,171,175,187,182,168,
Singapore,Total (Sex),15-64 (Age),Labour Force Survey,Labour force survey,1752,1757,1802,1812,1903,1925,1958,1960,1989,2033,2039,2034,
Singapore,Total (Sex),15+ (Age),Labour Force Survey,Labour force survey,1797,1803,1852,1869,1963,1999,2041,2056,2103,2148,2165,2175,
